email_id,rfq_id,vendor_id,direction,timestamp,from_email,to_email,subject,email_type,body_snippet,bid_amount_usd,delivery_days
EML-02924,RFQ-0143,V002,outbound,2025-02-04 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0143 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0143. Bid deadline: 2025-02-13.,,
EML-02925,RFQ-0143,V002,inbound,2025-02-11 09:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0143 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 442.55. Total USD 181,445.50. Lead time 14 days.",181445.5,14.0
EML-02926,RFQ-0143,V006,outbound,2025-02-04 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0143 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0143. Bid deadline: 2025-02-13.,,
EML-02927,RFQ-0143,V006,inbound,2025-02-06 17:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0143,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02928,RFQ-0143,V006,inbound,2025-02-07 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0143 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02929,RFQ-0143,V006,inbound,2025-02-12 17:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0143 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 398.57. Total USD 163,413.70. Lead time 39 days.",163413.7,39.0
EML-02930,RFQ-0143,V016,outbound,2025-02-04 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0143 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0143. Bid deadline: 2025-02-13.,,
EML-02931,RFQ-0144,V013,outbound,2025-02-22 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0144 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0144. Bid deadline: 2025-02-28.,,
EML-02932,RFQ-0144,V002,outbound,2025-02-22 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0144 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0144. Bid deadline: 2025-02-28.,,
EML-02933,RFQ-0144,V002,inbound,2025-02-28 15:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0144 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 142.26. Total USD 44,527.38. Lead time 53 days.",44527.38,53.0
EML-02934,RFQ-0144,V016,outbound,2025-02-22 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0144 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0144. Bid deadline: 2025-02-28.,,
EML-02935,RFQ-0144,V021,outbound,2025-02-22 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0144 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0144. Bid deadline: 2025-02-28.,,
EML-02936,RFQ-0144,V006,outbound,2025-02-22 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0144 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0144. Bid deadline: 2025-02-28.,,
EML-02937,RFQ-0144,V006,inbound,2025-02-25 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0144 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02938,RFQ-0144,V006,inbound,2025-02-25 09:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0144 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 142.28. Total USD 44,533.64. Lead time 40 days.",44533.64,40.0
EML-02939,RFQ-0144,V011,outbound,2025-02-22 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0144 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0144. Bid deadline: 2025-02-28.,,
EML-02940,RFQ-0144,V011,inbound,2025-02-25 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0144 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02941,RFQ-0144,V011,inbound,2025-02-26 17:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0144 – Solaris Power Components,bid,"Please find our quotation. Unit price USD 118.27. Total USD 37,018.51. Lead time 35 days.",37018.51,35.0
EML-02942,RFQ-0145,V024,outbound,2025-02-15 09:15:00,procurement@meridian-industrial.com,tim@baltictechuab.com,Request for Quotation – RFQ-0145 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0145. Bid deadline: 2025-02-28.,,
EML-02943,RFQ-0145,V024,inbound,2025-02-16 12:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0145,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02944,RFQ-0145,V024,inbound,2025-02-17 11:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0145 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02945,RFQ-0145,V024,inbound,2025-02-18 11:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0145 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-02946,RFQ-0145,V024,inbound,2025-02-19 11:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0145 — Clarification Required,query,Could you clarify item specification on line 3? Specifically tolerance and surface finish.,,
EML-02947,RFQ-0145,V024,inbound,2025-02-28 14:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0145 – BalticTech UAB,bid,"Please find our quotation. Unit price USD 113.17. Total USD 22,634.00. Lead time 20 days.",22634.0,20.0
EML-02948,RFQ-0145,V022,outbound,2025-02-15 09:15:00,procurement@meridian-industrial.com,stephen@andeanprecisio.com,Request for Quotation – RFQ-0145 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0145. Bid deadline: 2025-02-28.,,
EML-02949,RFQ-0145,V022,inbound,2025-02-17 11:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0145,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02950,RFQ-0145,V022,inbound,2025-02-18 11:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0145 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02951,RFQ-0145,V022,inbound,2025-02-26 14:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0145 – Andean Precision SRL,bid,"Please find our quotation. Unit price USD 105.78. Total USD 21,156.00. Lead time 16 days.",21156.0,16.0
EML-02952,RFQ-0145,V001,outbound,2025-02-15 09:15:00,procurement@meridian-industrial.com,allison@kovacsprecisio.com,Request for Quotation – RFQ-0145 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0145. Bid deadline: 2025-02-28.,,
EML-02953,RFQ-0145,V001,inbound,2025-02-16 15:00:00,allison@kovacsprecisio.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0145,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02954,RFQ-0145,V001,inbound,2025-02-26 13:00:00,allison@kovacsprecisio.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0145 – Kovacs Precision GmbH,bid,"Please find our quotation. Unit price USD 115.37. Total USD 23,074.00. Lead time 31 days.",23074.0,31.0
EML-02955,RFQ-0145,V010,outbound,2025-02-15 09:15:00,procurement@meridian-industrial.com,timothy@adriaticfasten.com,Request for Quotation – RFQ-0145 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0145. Bid deadline: 2025-02-28.,,
EML-02956,RFQ-0145,V010,inbound,2025-02-26 09:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0145 – Adriatic Fastenings d.o.o.,bid,"Please find our quotation. Unit price USD 101.83. Total USD 20,366.00. Lead time 48 days.",20366.0,48.0
EML-02957,RFQ-0145,V009,outbound,2025-02-15 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhnekg.com,Request for Quotation – RFQ-0145 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0145. Bid deadline: 2025-02-28.,,
EML-02958,RFQ-0145,V009,inbound,2025-02-16 08:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0145,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02959,RFQ-0145,V009,inbound,2025-02-26 14:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0145 – Fischer & Söhne KG,bid,"Please find our quotation. Unit price USD 110.96. Total USD 22,192.00. Lead time 46 days.",22192.0,46.0
EML-02960,RFQ-0145,V007,outbound,2025-02-15 09:15:00,procurement@meridian-industrial.com,jessica@nakamuratoolin.com,Request for Quotation – RFQ-0145 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0145. Bid deadline: 2025-02-28.,,
EML-02961,RFQ-0145,V007,inbound,2025-02-26 16:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0145 – Nakamura Tooling Co.,bid,"Please find our quotation. Unit price USD 114.52. Total USD 22,904.00. Lead time 40 days.",22904.0,40.0
EML-02962,RFQ-0145,V017,outbound,2025-02-15 09:15:00,procurement@meridian-industrial.com,amy@türkmakinaaş.com,Request for Quotation – RFQ-0145 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0145. Bid deadline: 2025-02-28.,,
EML-02963,RFQ-0145,V017,inbound,2025-02-27 13:00:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0145 – Türk Makina A.Ş.,bid,"Please find our quotation. Unit price USD 104.53. Total USD 20,906.00. Lead time 48 days.",20906.0,48.0
EML-02964,RFQ-0145,V019,outbound,2025-02-15 09:15:00,procurement@meridian-industrial.com,daniel@emeraldislecas.com,Request for Quotation – RFQ-0145 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0145. Bid deadline: 2025-02-28.,,
EML-02965,RFQ-0146,V011,outbound,2025-02-26 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0146 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0146. Bid deadline: 2025-03-07.,,
EML-02966,RFQ-0146,V011,inbound,2025-02-27 10:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0146,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02967,RFQ-0146,V011,inbound,2025-02-28 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0146 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02968,RFQ-0146,V011,inbound,2025-03-01 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0146 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-02969,RFQ-0146,V011,inbound,2025-03-05 17:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0146 – Solaris Power Components,bid,"Please find our quotation. Unit price USD 420.97. Total USD 131,763.61. Lead time 42 days.",131763.61,42.0
EML-02970,RFQ-0146,V013,outbound,2025-02-26 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0146 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0146. Bid deadline: 2025-03-07.,,
EML-02971,RFQ-0146,V013,inbound,2025-03-02 11:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0146 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02972,RFQ-0146,V013,inbound,2025-03-05 14:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0146 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 475.82. Total USD 148,931.66. Lead time 43 days.",148931.66,43.0
EML-02973,RFQ-0146,V021,outbound,2025-02-26 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0146 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0146. Bid deadline: 2025-03-07.,,
EML-02974,RFQ-0146,V021,inbound,2025-02-28 16:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0146,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02975,RFQ-0146,V021,inbound,2025-03-04 09:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0146 – Helios Micro Systems,bid,"Please find our quotation. Unit price USD 468.37. Total USD 146,599.81. Lead time 34 days.",146599.81,34.0
EML-02976,RFQ-0146,V006,outbound,2025-02-26 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0146 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0146. Bid deadline: 2025-03-07.,,
EML-02977,RFQ-0146,V002,outbound,2025-02-26 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0146 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0146. Bid deadline: 2025-03-07.,,
EML-02978,RFQ-0146,V002,inbound,2025-02-27 12:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0146,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02979,RFQ-0146,V002,inbound,2025-03-07 12:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0146 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 471.85. Total USD 147,689.05. Lead time 51 days.",147689.05,51.0
EML-02980,RFQ-0146,V016,outbound,2025-02-26 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0146 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0146. Bid deadline: 2025-03-07.,,
EML-02981,RFQ-0146,V016,inbound,2025-02-28 08:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0146,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02982,RFQ-0146,V016,inbound,2025-03-01 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0146 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02983,RFQ-0146,V016,inbound,2025-03-06 09:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0146 – Precision Arc Systems,bid,"Please find our quotation. Unit price USD 483.70. Total USD 151,398.10. Lead time 33 days.",151398.1,33.0
EML-02984,RFQ-0147,V021,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0147 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0147. Bid deadline: 2025-03-18.,,
EML-02985,RFQ-0147,V021,inbound,2025-03-06 12:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0147,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02986,RFQ-0147,V021,inbound,2025-03-07 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0147 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02987,RFQ-0147,V021,inbound,2025-03-08 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0147 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-02988,RFQ-0147,V021,inbound,2025-03-09 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0147 — Clarification Required,query,Could you clarify item specification on line 3? Specifically tolerance and surface finish.,,
EML-02989,RFQ-0147,V021,inbound,2025-03-18 16:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0147 – Helios Micro Systems,bid,"Please find our quotation. Unit price USD 621.63. Total USD 31,081.50. Lead time 13 days.",31081.5,13.0
EML-02990,RFQ-0147,V002,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0147 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0147. Bid deadline: 2025-03-18.,,
EML-02991,RFQ-0147,V002,inbound,2025-03-05 10:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0147,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02992,RFQ-0147,V002,inbound,2025-03-17 16:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0147 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 626.42. Total USD 31,321.00. Lead time 24 days.",31321.0,24.0
EML-02993,RFQ-0147,V006,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0147 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0147. Bid deadline: 2025-03-18.,,
EML-02994,RFQ-0147,V006,inbound,2025-03-07 12:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0147,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02995,RFQ-0147,V006,inbound,2025-03-08 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0147 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02996,RFQ-0147,V006,inbound,2025-03-18 17:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0147 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 579.22. Total USD 28,961.00. Lead time 18 days.",28961.0,18.0
EML-02997,RFQ-0147,V013,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0147 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0147. Bid deadline: 2025-03-18.,,
EML-02998,RFQ-0147,V013,inbound,2025-03-05 17:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0147,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02999,RFQ-0147,V013,inbound,2025-03-15 10:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0147 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 622.64. Total USD 31,132.00. Lead time 39 days.",31132.0,39.0
EML-03000,RFQ-0147,V016,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0147 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0147. Bid deadline: 2025-03-18.,,
EML-03001,RFQ-0147,V016,inbound,2025-03-05 09:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0147,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-03002,RFQ-0147,V016,inbound,2025-03-06 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0147 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-03003,RFQ-0147,V016,inbound,2025-03-15 16:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0147 – Precision Arc Systems,bid,"Please find our quotation. Unit price USD 625.02. Total USD 31,251.00. Lead time 15 days.",31251.0,15.0
EML-03004,RFQ-0147,V011,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0147 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0147. Bid deadline: 2025-03-18.,,
EML-03005,RFQ-0147,V011,inbound,2025-03-07 17:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0147,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-03006,RFQ-0147,V011,inbound,2025-03-08 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0147 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-03007,RFQ-0147,V011,inbound,2025-03-15 16:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0147 – Solaris Power Components,bid,"Please find our quotation. Unit price USD 504.03. Total USD 25,201.50. Lead time 17 days.",25201.5,17.0
EML-03008,RFQ-0148,V011,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0148 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0148. Bid deadline: 2025-02-27.,,
EML-03009,RFQ-0148,V016,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0148 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0148. Bid deadline: 2025-02-27.,,
EML-03010,RFQ-0148,V013,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0148 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0148. Bid deadline: 2025-02-27.,,
EML-03011,RFQ-0148,V013,inbound,2025-02-20 15:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0148,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-03012,RFQ-0148,V013,inbound,2025-02-25 16:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0148 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 686.28. Total USD 121,471.56. Lead time 42 days.",121471.56,42.0
EML-03013,RFQ-0148,V021,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0148 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0148. Bid deadline: 2025-02-27.,,
EML-03014,RFQ-0148,V021,inbound,2025-02-21 16:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0148,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-03015,RFQ-0148,V021,inbound,2025-02-25 17:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0148 – Helios Micro Systems,bid,"Please find our quotation. Unit price USD 688.39. Total USD 121,845.03. Lead time 53 days.",121845.03,53.0
EML-03016,RFQ-0148,V002,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0148 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0148. Bid deadline: 2025-02-27.,,
EML-03017,RFQ-0148,V002,inbound,2025-02-21 10:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0148,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-03018,RFQ-0148,V002,inbound,2025-02-25 16:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0148 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 681.31. Total USD 120,591.87. Lead time 42 days.",120591.87,42.0
EML-03019,RFQ-0148,V006,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0148 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0148. Bid deadline: 2025-02-27.,,
EML-03020,RFQ-0148,V006,inbound,2025-02-19 14:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0148,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-03021,RFQ-0148,V006,inbound,2025-02-20 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0148 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-03022,RFQ-0148,V006,inbound,2025-02-24 17:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0148 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 676.54. Total USD 119,747.58. Lead time 31 days.",119747.58,31.0
EML-03023,RFQ-0149,V016,outbound,2025-02-24 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0149 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0149. Bid deadline: 2025-03-03.,,
EML-03024,RFQ-0149,V016,inbound,2025-02-26 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0149 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-03025,RFQ-0149,V016,inbound,2025-02-27 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0149 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-03026,RFQ-0149,V016,inbound,2025-03-01 16:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0149 – Precision Arc Systems,bid,"Please find our quotation. Unit price USD 54.80. Total USD 6,850.00. Lead time 43 days.",6850.0,43.0
EML-03027,RFQ-0149,V013,outbound,2025-02-24 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0149 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0149. Bid deadline: 2025-03-03.,,
EML-03028,RFQ-0149,V013,inbound,2025-03-02 11:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0149 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 69.73. Total USD 8,716.25. Lead time 30 days.",8716.25,30.0
EML-03029,RFQ-0149,V021,outbound,2025-02-24 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0149 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0149. Bid deadline: 2025-03-03.,,
EML-03030,RFQ-0149,V021,inbound,2025-02-27 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0149 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-03031,RFQ-0149,V021,inbound,2025-02-28 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0149 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-03032,RFQ-0149,V021,inbound,2025-03-01 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0149 — Clarification Required,query,Could you clarify item specification on line 3? Specifically tolerance and surface finish.,,
